x,y,label
-0.8592964824120604,-0.6884422110552764,1
-0.8492462311557789,-0.6884422110552764,1
-0.8391959798994975,-0.6884422110552764,1
-0.8894472361809045,-0.6783919597989949,1
-0.8793969849246231,-0.6783919597989949,1
-0.8693467336683417,-0.6783919597989949,1
-0.8592964824120604,-0.6783919597989949,1
-0.8492462311557789,-0.6783919597989949,1
-0.8391959798994975,-0.6783919597989949,1
-0.8291457286432161,-0.6783919597989949,1
-0.8190954773869347,-0.6783919597989949,1
-0.8090452261306533,-0.6783919597989949,1
-0.7989949748743719,-0.6783919597989949,1
-0.7889447236180904,-0.6783919597989949,1
-0.8894472361809045,-0.6683417085427136,1
-0.8793969849246231,-0.6683417085427136,1
-0.8693467336683417,-0.6683417085427136,1
-0.8592964824120604,-0.6683417085427136,1
-0.8492462311557789,-0.6683417085427136,1
-0.8391959798994975,-0.6683417085427136,1
-0.8291457286432161,-0.6683417085427136,1
-0.8190954773869347,-0.6683417085427136,1
-0.8090452261306533,-0.6683417085427136,1
-0.7989949748743719,-0.6683417085427136,1
-0.7889447236180904,-0.6683417085427136,1
-0.778894472361809,-0.6683417085427136,1
-0.7688442211055276,-0.6683417085427136,1
-0.7587939698492463,-0.6683417085427136,1
-0.8894472361809045,-0.6582914572864322,1
-0.8793969849246231,-0.6582914572864322,1
-0.8693467336683417,-0.6582914572864322,1
-0.8592964824120604,-0.6582914572864322,1
-0.8492462311557789,-0.6582914572864322,1
-0.8391959798994975,-0.6582914572864322,1
-0.8291457286432161,-0.6582914572864322,1
-0.8190954773869347,-0.6582914572864322,1
-0.8090452261306533,-0.6582914572864322,1
-0.7989949748743719,-0.6582914572864322,1
-0.7889447236180904,-0.6582914572864322,1
-0.778894472361809,-0.6582914572864322,1
-0.7688442211055276,-0.6582914572864322,1
-0.7587939698492463,-0.6582914572864322,1
-0.7487437185929648,-0.6582914572864322,1
-0.7386934673366834,-0.6582914572864322,1
-0.728643216080402,-0.6582914572864322,1
0.5678391959798996,-0.6582914572864322,1
0.5778894472361809,-0.6582914572864322,1
0.5879396984924623,-0.6582914572864322,1
0.5979899497487438,-0.6582914572864322,1
0.6080402010050252,-0.6582914572864322,1
0.6180904522613067,-0.6582914572864322,1
-0.8894472361809045,-0.6482412060301508,1
-0.8793969849246231,-0.6482412060301508,1
-0.8693467336683417,-0.6482412060301508,1
-0.8592964824120604,-0.6482412060301508,1
-0.8492462311557789,-0.6482412060301508,1
-0.8391959798994975,-0.6482412060301508,1
-0.8291457286432161,-0.6482412060301508,1
-0.8190954773869347,-0.6482412060301508,1
-0.8090452261306533,-0.6482412060301508,1
-0.7989949748743719,-0.6482412060301508,1
-0.7889447236180904,-0.6482412060301508,1
-0.778894472361809,-0.6482412060301508,1
-0.7688442211055276,-0.6482412060301508,1
-0.7587939698492463,-0.6482412060301508,1
-0.7487437185929648,-0.6482412060301508,1
-0.7386934673366834,-0.6482412060301508,1
-0.728643216080402,-0.6482412060301508,1
-0.7185929648241206,-0.6482412060301508,1
-0.7085427135678393,-0.6482412060301508,1
0.5577889447236182,-0.6482412060301508,1
0.5678391959798996,-0.6482412060301508,1
0.5778894472361809,-0.6482412060301508,1
0.5879396984924623,-0.6482412060301508,1
0.5979899497487438,-0.6482412060301508,1
0.6080402010050252,-0.6482412060301508,1
0.6180904522613067,-0.6482412060301508,1
0.6281407035175879,-0.6482412060301508,1
-0.8793969849246231,-0.6381909547738693,1
-0.8693467336683417,-0.6381909547738693,1
-0.8592964824120604,-0.6381909547738693,1
-0.8492462311557789,-0.6381909547738693,1
-0.8391959798994975,-0.6381909547738693,1
-0.8291457286432161,-0.6381909547738693,1
-0.8190954773869347,-0.6381909547738693,1
-0.8090452261306533,-0.6381909547738693,1
-0.7989949748743719,-0.6381909547738693,1
-0.7889447236180904,-0.6381909547738693,1
-0.778894472361809,-0.6381909547738693,1
-0.7688442211055276,-0.6381909547738693,1
-0.7587939698492463,-0.6381909547738693,1
-0.7487437185929648,-0.6381909547738693,1
-0.7386934673366834,-0.6381909547738693,1
-0.728643216080402,-0.6381909547738693,1
-0.7185929648241206,-0.6381909547738693,1
-0.7085427135678393,-0.6381909547738693,1
-0.6984924623115578,-0.6381909547738693,1
0.5577889447236182,-0.6381909547738693,1
0.5678391959798996,-0.6381909547738693,1
0.5778894472361809,-0.6381909547738693,1
0.5879396984924623,-0.6381909547738693,1
0.5979899497487438,-0.6381909547738693,1
0.6080402010050252,-0.6381909547738693,1
0.6180904522613067,-0.6381909547738693,1
0.6281407035175879,-0.6381909547738693,1
0.6381909547738693,-0.6381909547738693,1
-0.8793969849246231,-0.6281407035175879,1
-0.8693467336683417,-0.6281407035175879,1
-0.8592964824120604,-0.6281407035175879,1
-0.8492462311557789,-0.6281407035175879,1
-0.8391959798994975,-0.6281407035175879,1
-0.8291457286432161,-0.6281407035175879,1
-0.8190954773869347,-0.6281407035175879,1
-0.8090452261306533,-0.6281407035175879,1
-0.7989949748743719,-0.6281407035175879,1
-0.7889447236180904,-0.6281407035175879,1
-0.778894472361809,-0.6281407035175879,1
-0.7688442211055276,-0.6281407035175879,1
-0.7587939698492463,-0.6281407035175879,1
-0.7487437185929648,-0.6281407035175879,1
-0.7386934673366834,-0.6281407035175879,1
-0.728643216080402,-0.6281407035175879,1
-0.7185929648241206,-0.6281407035175879,1
-0.7085427135678393,-0.6281407035175879,1
-0.6984924623115578,-0.6281407035175879,1
-0.6884422110552764,-0.6281407035175879,1
-0.6783919597989949,-0.6281407035175879,1
0.5477386934673367,-0.6281407035175879,1
0.5577889447236182,-0.6281407035175879,1
0.5678391959798996,-0.6281407035175879,1
0.5778894472361809,-0.6281407035175879,1
0.5879396984924623,-0.6281407035175879,1
0.5979899497487438,-0.6281407035175879,1
0.6080402010050252,-0.6281407035175879,1
0.6180904522613067,-0.6281407035175879,1
0.6281407035175879,-0.6281407035175879,1
0.6381909547738693,-0.6281407035175879,1
0.6482412060301508,-0.6281407035175879,1
-0.8592964824120604,-0.6180904522613065,1
-0.8492462311557789,-0.6180904522613065,1
-0.8391959798994975,-0.6180904522613065,1
-0.8291457286432161,-0.6180904522613065,1
-0.8190954773869347,-0.6180904522613065,1
-0.8090452261306533,-0.6180904522613065,1
-0.7989949748743719,-0.6180904522613065,1
-0.7889447236180904,-0.6180904522613065,1
-0.778894472361809,-0.6180904522613065,1
-0.7688442211055276,-0.6180904522613065,1
-0.7587939698492463,-0.6180904522613065,1
-0.7487437185929648,-0.6180904522613065,1
-0.7386934673366834,-0.6180904522613065,1
-0.728643216080402,-0.6180904522613065,1
-0.7185929648241206,-0.6180904522613065,1
-0.7085427135678393,-0.6180904522613065,1
-0.6984924623115578,-0.6180904522613065,1
-0.6884422110552764,-0.6180904522613065,1
-0.6783919597989949,-0.6180904522613065,1
-0.6683417085427136,-0.6180904522613065,1
-0.6582914572864322,-0.6180904522613065,1
0.5477386934673367,-0.6180904522613065,1
0.5577889447236182,-0.6180904522613065,1
0.5678391959798996,-0.6180904522613065,1
0.5778894472361809,-0.6180904522613065,1
0.5879396984924623,-0.6180904522613065,1
0.5979899497487438,-0.6180904522613065,1
0.6080402010050252,-0.6180904522613065,1
0.6180904522613067,-0.6180904522613065,1
0.6281407035175879,-0.6180904522613065,1
0.6381909547738693,-0.6180904522613065,1
0.6482412060301508,-0.6180904522613065,1
0.6582914572864322,-0.6180904522613065,1
-0.8492462311557789,-0.6080402010050251,1
