x   u   u_theta   du_dx   du_theta_dx   d2u_dx2   d2u_theta_dx2
0.0   0.0   0.0   6.283185307179586   6.392103831385539   -0.0   -0.8437844612114178
0.001001001001001001   0.006289284041015246   0.006397900632375518   6.282613661643259   6.390722631291723   -1.1421224084375905   -1.9167052100783444
0.002002002002002002   0.012577423697369205   0.012793880318793258   6.280898877420778   6.388264978962701   -2.2839403565670238   -2.9944356698403105
0.003003003003003003   0.018863274889462798   0.019186859220045316   6.278041411624081   6.384726359930454   -3.4251494791055195   -4.076377649649397
0.004004004004004004   0.02514569414772615   0.025575753276293325   6.274042025947878   6.380102854495902   -4.565445600789229   -5.161941036535625
0.005005005005005005   0.031423538917395195   0.03195947479834216   6.268901786431919   6.374391129512009   -5.704524831303141   -6.25054405428196
0.006006006006006006   0.037695667863002755   0.03833693305056085   6.2626220631282905   6.3675884299163625   -6.842083660115567   -7.341613504643014
0.007007007007007007   0.04396094117248911   0.04470703482521094   6.255204529673835   6.359692570031356   -7.977819051185422   -8.434584990987313
0.008008008008008008   0.05021822086083711   0.051068685007955424   6.246651162767847   6.3507019246489556   -9.111428537510603   -9.528903124465305
0.009009009009009009   0.05646637107313718   0.0574207871343454   6.236964241555229   6.340615419918129   -10.242610315485804   -10.62402171284087
0.01001001001001001   0.06270425838698751   0.063762243937091   6.22614634691529   6.32943252405155   -11.371063339038153   -11.719403932142798
0.011011011011011011   0.06893075211413534   0.07009195788394808   6.214200360656449   6.317153237869191   -12.496487413509179   -12.814522481331055
0.012012012012012012   0.07514472460126506   0.07640883170606462   6.201129464617087   6.3037780851955105   -13.618583289251665   -13.908859720188797
0.013013013013013013   0.08134505152983958   0.08271176891664633   6.186937139672892   6.2893081031267375   -14.737052754910076   -15.001907790680091
0.014014014014014014   0.087530612214901   0.08899967431982432   6.171627164650971   6.273744832185053   -15.851598730353269   -16.093168722039252
0.015015015015015015   0.09370028990273832   0.09527145450961487   6.155203615151143   6.2570903063754315   -16.961925359228516   -17.182154519878235
0.016016016016016016   0.09985297206732853   0.10152601835888642   6.137670862274778   6.239347043161305   -18.067738101105725   -18.268387239623113
0.017017017017017015   0.10598755070545948   0.10776227749825505   6.11903357126163   6.220518033374261   -19.168743823181142   -19.351399044606364
0.018018018018018018   0.11210292263044211   0.11397914678485545   6.099296700035088   6.200606731073255   -20.26465089150979   -20.430732249171953
0.01901901901901902   0.11819798976432103   0.12017554476094192   6.07846549765637   6.179617043368031   -21.35516926173613   -21.505939347160453
0.02002002002002002   0.12427165942849212   0.12635039410228796   6.056545502688152   6.157553320221037   -22.440010569292717   -22.57658302616066
0.02102102102102102   0.1303228446326376   0.13250262205637514   6.033542541468185   6.134420344242144   -23.51888821903652   -23.642236167937636
0.022022022022022022   0.13635046436188739   0.13863116087036825   6.0094627262934806   6.110223320489696   -24.59151747429308   -24.702481835454414
0.023023023023023025   0.14235344386211887   0.14473494820889052   5.984312453515679   6.084967866291062   -25.657615545278674   -25.756913246928185
0.024024024024024024   0.1483307149233059   0.15081292756162049   5.958098401548218   6.058660001095332   -26.716901676871018   -26.80513373736465
0.025025025025025023   0.15428121616082882   0.15686404864075928   5.930827528785997   6.0313061363708345   -27.76909723569915   -27.846756708041745
0.026026026026026026   0.16020389329465884   0.1628872677684066   5.902507071438198   6.00291306555884   -28.813925796523364   -28.881405564408333
0.02702702702702703   0.1660976994263297   0.16888154825391655   5.873144541275027   5.973487954095135   -29.851113227876443   -29.908713642891712
0.028028028028028028   0.17196159531361127   0.17484586076130165   5.842747723289092   5.9430383295101405   -30.880387776937635   -30.928324127100723
0.029029029029029027   0.17779454964279956   0.18077918366677417   5.811324673272234   5.911572071618138   -31.90148015361093   -31.939889953933093
0.03003003003003003   0.1835955392985394   0.1866805034065097   5.778883715308597   5.8790974028051   -32.914123613779715   -32.943073710095156
0.031031031031031032   0.1893635496310957   0.19254881481474975   5.745433439184778   5.84562287842497   -33.918054041710036   -33.937547519551075
0.03203203203203203   0.19509757472099162   0.19838312145233852   5.710982697717949   5.8111573773125835   -34.913010031574935   -34.9229929224215
0.03303303303303303   0.20079661764093132   0.20418243592583854   5.675540604002795   5.775710092422262   -35.898732968072856   -35.8991007458644
0.03403403403403403   0.20645969071492642   0.20994578019733048   5.639116528578249   5.739290521599173   -36.87496710611308   -36.865570967458595
0.035035035035035036   0.21208581577454688   0.21567218588504738   5.601720096514915   5.701908458490977   -37.8414596495419   -37.82211257162991
0.036036036036036036   0.21767402441221687   0.22136069455498858   5.563361184424191   5.663573983606651   -38.797960828883106   -38.768443399648234
0.037037037037037035   0.22322335823147837   0.22701035800365413   5.524049917390068   5.624297455528249   -39.74422397806717   -39.70428999373035
0.03803803803803804   0.22873286909414503   0.23262023853206681   5.483796665824653   5.584089502281593   -40.68000561012346   -40.629387435784324
0.03903903903903904   0.23420161936427   0.23818940921122983   5.44261204224844   5.54296101287069   -41.60506549181039   -41.54347918131984
0.04004004004004004   0.23962868214885513   0.2437169541392051   5.400506897996427   5.500923128980798   -42.51916671715891   -42.4463168890624
0.04104104104104104   0.24501314153522474   0.24920196868996236   5.357492319851161   5.457987236853799   -43.42207577990452   -43.337660246789774
0.04204204204204204   0.25035409282499393   0.25464355975418934   5.313579626603861   5.414164959339681   -44.31356264478436   -44.21727679391607
0.043043043043043044   0.2556506427645586   0.26004084597223326   5.26878036554473   5.369468148127023   -45.19340081767529   -45.08494174133918
0.044044044044044044   0.2609019097720378   0.26539295795935314   5.223106308883662   5.323908876154893   -46.06136741454992   -45.94043778906152
0.04504504504504504   0.26610702416059795   0.2706990385234738   5.176569450102526   5.277499430208322   -46.917243229227886   -46.78355494209117
0.04604604604604605   0.27126512835809313   0.27595824287561427   5.129182000240229   5.230252303698633   -47.76081279989982   -47.61409032511496
0.04704704704704705   0.2763753771229528   0.28116973883318547   5.080956384111834   5.182180189629698   -48.59186447440204   -48.431847996439544
0.04804804804804805   0.2814369377562522   0.2863327070163436   5.031905236462949   5.133295973750729   -49.410190474220606   -49.23663876167282
0.04904904904904905   0.28644899030990273   0.2914463410375708   4.982041398060709   5.083612727895229   -50.21558695720352   -50.028279987621985
0.050050050050050046   0.29141072779089605   0.29650984768469874   4.931377911722633   5.033143703506265   -51.00785407896023   -50.80659541686818
0.05105105105105105   0.29632135636154483   0.30152244709752934   4.879928018284682   4.981902325346598   -51.786796052928715   -51.57141498346215
0.05205205205205205   0.3011800955356559   0.3064833729382559   4.827705152509876   4.929902185392607   -52.55222120908998   -52.3225746301861
0.05305305305305305   0.30598617837057956   0.3113918725558687   4.774722938938804   4.877157036910265   -53.30394205131083   -53.05991612780409
0.05405405405405406   0.31073885165507686   0.3162472071447108   4.720995187683446   4.823680788710703   -54.04177531329625   -53.783286896714685
0.055055055055055056   0.31543737609294803   0.3210486518973819   4.666535890165684   4.769487499583138   -54.76554201313285   -54.49253983140804
0.056056056056056056   0.3200810264823687   0.3257954961521513   4.611359214801924   4.714591372901765   -55.47506750640581   -55.187533128113806
0.057057057057057055   0.32466909189087984   0.3304870435350586   4.555479502635273   4.659006751403525   -56.17018153787166   -55.86813011601197
0.058058058058058054   0.3292008758259795   0.33512261209687516   4.498911262916721   4.602748112132904   -56.85071829167041   -56.53419909236678
0.05905905905905906   0.33367569640126726   0.33970153444507833   4.441669168636798   4.545830061549546   -57.51651644006044   -57.18561316192493
0.06006006006006006   0.3380928864980908   0.3442231578710231   4.383768052009192   4.488267330794562   -58.167419190660425   -57.822250080909726
0.06106106106106106   0.34245179392264846   0.34868684447243414   4.325222899907835   4.430074771110334   -58.80327433218293   -58.44399210591688
0.062062062062062065   0.3467517815585021   0.35309197127140163   4.266048849258965   4.371267349409134   -59.423934278645106   -59.05072584801638
0.06306306306306306   0.3509922275144546   0.35743793032800875   4.206261182389707   4.311860143985082   -60.02925611204175   -59.64234213233248
0.06406406406406406   0.3551725252677513   0.3617241288497374   4.145875322334713   4.2518683403637345   -60.61910162346756   -60.2187358633695
0.06506506506506507   0.35929208380256195   0.3659499892967818   4.084906828102411   4.191307227283524   -61.19333735267499   -60.77980589632659
0.06606606606606606   0.3633503277437051   0.3701149494834103   4.023371389902463   4.130192192802982   -61.75183462605517   -61.3254549146303
0.06706706706706707   0.36734669748557713   0.374218462675481   3.9612848243359804   4.0685387205272185   -62.29446959302988   -61.85558931389578
0.06806806806806806   0.3712806493162468   0.3782599976842499   3.8986630695501194   4.006362385947434   -62.821123260842725   -62.37011909251018
0.06906906906906907   0.37515165553668484   0.3822390389565529   3.8355221803586543   3.943678852886408   -63.33168152773892   -62.868957749009525
0.07007007007007007   0.37895920457509047   0.3861550866614998   3.7718783233301547   3.880503870043374   -63.82603521452276   -63.35202218641322
0.07107107107107107   0.3827028010962877   0.3900076567737312   3.707747771845381   3.816853267630976   -64.30408009448328   -63.8192326236431
0.07207207207207207   0.3863819661061579   0.3937962811533797   3.6431469011255455   3.7527429540974873   -64.76571692167842   -64.27051251415907
0.07307307307307308   0.38999623705108255   0.3975205076227639   3.5780921832330965   3.6881889129265804   -65.21085145756926   -64.70578847190332
0.07407407407407407   0.39354516791236815   0.40117990003993903   3.51260018204666   3.6232071995078066   -65.63939449599577   -65.12499020464129
0.07507507507507508   0.39702832929562987   0.4047740383691221   3.4466875482118127   3.557813938069793   -66.0512618864868   -65.52805045475907
0.07607607607607608   0.40044530851510757   0.4083025187480997   3.3803710140693735   3.49202531866918   -66.44637455589685   -65.91490494756808
0.07707707707707707   0.4037957096728967   0.41176495355263054   3.3136673885628602   3.425857594227454   -66.82465852836356   -66.28549234713716
0.07807807807807808   0.4070791537330707   0.4151609714579051   3.2465935521268134   3.359327077608106   -67.18604494357972   -66.63975421966603
0.07907907907907907   0.41029527859067694   0.4184902174971025   3.179166451557694   3.292450138726906   -67.53047007337437   -66.97763500438501
0.08008008008008008   0.4134437391355925   0.42175235311706194   3.111403094869002   3.2252432016873223   -67.8578753365989   -67.29908199195602
0.08108108108108109   0.4165242073112208   0.42494705623110074   3.0433205461323722   3.1577227419340392   -68.16820731231293   -67.60404531032323
0.08208208208208208   0.4195363721680187   0.4280740212689863   2.974935920306307   3.089905283416762   -68.46141775126742   -67.89247791795108
0.08308308308308308   0.4224799399118418   0.4311329592240702   2.906266378054271   3.021807395757228   -68.73746358568138   -68.16433560436423
0.08408408408408408   0.42535463394709777   0.43412359769758946   2.8373291205538558   2.953445691412023   -68.99630693731002   -68.41957699788888
0.08508508508508508   0.4281601949146996   0.43704568094011687   2.768141384298727   2.8848368228241075   -69.2379151238025   -68.65816358047364
0.08608608608608609   0.43089638072481334   0.4398989698901574   2.698720435895059   2.815997479556011   -69.46226066334783   -68.880059709458
0.08708708708708708   0.43356296658439486   0.4426832422098548   2.6290835668541805   2.7469443853978506   -69.6693212776088   -69.08523264612721
0.08808808808808809   0.43615974501951216   0.44539829231779954   2.5592480883831312   2.6776942954433847   -69.85907989294324   -69.27365259089242
0.0890890890890891   0.43868652589245366   0.4480439314188819   2.489231326174871   2.6082639931276885   -70.03152463991356   -69.44529272489838
0.09009009009009009   0.4411431364136217   0.45061998753115745   2.4190506151998137   2.5386702872199622   -70.18664885108565   -69.60012925786326
0.09109109109109109   0.4435294211482135   0.4531263055096839   2.348723294500435   2.468930008765475   -70.3244510571187   -69.7381414819263
0.0920920920920921   0.4458452420176935   0.4555627470672665   2.278266701990649   2.399060007970728   -70.44493498114825   -69.85931183127212
0.09309309309309309   0.4480904782960641   0.45792919079204886   2.207698169261652   2.32907715102605   -70.54810953146554   -69.96362594727853
0.0940940940940941   0.45026502660093987   0.4602255321619009   2.1370350163959477   2.2589983168604326   -70.63398879249644   -70.05107274892703
0.09509509509509509   0.4523688008794358   0.4624516835555092   2.0662945467912612   2.188840393823254   -70.70259201408388   -70.1216445081946
0.0960960960960961   0.45440173238888015   0.4646075742601176   1.9954940419960132   2.1186202762883113   -70.75394359907894   -70.1753369301377
0.0970970970970971   0.45636376967236364   0.4666931504758252   1.924650756558072   2.0483548611753077   -70.78807308924507   -70.21214923736335
0.0980980980980981   0.45825487852914   0.4687083753163506   1.8537819128884565   1.9780610443847748   -70.80501514948183   -70.23208425856876
0.0990990990990991   0.460075041979893   0.4706532288062006   1.7829046961416597   1.9077557171426007   -70.8048095503741   -70.23514852082275
0.10010010010010009   0.461824260226888   0.4725277078741127   1.7120362491142873   1.8374557622501824   -70.7875011490741   -70.22135234524907
0.1011011011011011   0.4635025506090264   0.4743318263427116   1.6411936671636569   1.7671780502375536   -70.75313986852318   -70.19070994575914
0.1021021021021021   0.46510994755182455   0.4760656149142511   1.5703939931480297   1.696939435415973   -70.70178067502196   -70.14323953047855
0.1031031031031031   0.46664650251233997   0.47772912115236843   1.499654212390114   1.6267567518281196   -70.63348355415727   -70.07896340549341
0.1041041041041041   0.4681122839190669   0.4793224094597222   1.4289912476654814   1.5566468090932148   -70.54831348509481   -69.99790808054348
0.10510510510510511   0.46950737710682977   0.4808455610514173   1.3584219542175406   1.4866263881455613   -70.4463404132478   -69.90010437627534
0.1061061061061061   0.47083188424670014   0.4822986739241172   1.287963114800666   1.416712236865206   -70.3276392213315   -69.78558753266324
0.10710710710710711   0.4720859242709663   0.4836818628207228   1.2176314347531112   1.346921065599501   -70.19228969881462   -69.65439731820364
0.10810810810810811   0.47326963279318685   0.4849952591905155   1.1474435371012988   1.2772695425753353   -70.04037650977914   -69.5065781394761
0.1091091091091091   0.47438316202335945   0.48623901114465423   1.0774159576970757   1.2077742892014767   -69.87198915920013   -69.3421791506697
0.11011011011011011   0.4754266806782404   0.4874132834069077   1.007565140389497   1.1384518752615782   -69.68722195765851   -69.16125436265841
0.1111111111111111   0.47640037388684725   0.4885182572595355   0.9379074322327288   1.0693188139984589   -69.48617398449936   -68.96386275122
0.11211211211211211   0.4773044430911848   0.4895541304841753   0.8684590787315888   1.0003915570904414   -69.26894904944969   -68.75006836397877
0.11311311311311312   0.4781391059422305   0.4905211172976666   0.7992362191262774   0.9316864895217205   -69.03565565270938   -68.519940425661
0.11411411411411411   0.47890459619122056   0.491419448282674   0.7302548817178169   0.8632199243482037   -68.78640694353021   -68.27355344124751
0.11511511511511512   0.47960116357627747   0.4922493703130257   0.6615309792356996   0.7950080973613414   -68.52132067729774   -68.01098729661322
0.11611611611611611   0.4802290737044227   0.4930111464736605   0.5930803042492432   0.727067161652788   -68.2405191711321   -67.73232735623837
